JURISDICTION_ID,name,lat,lng
G53003180,Auburn,47.30383630831077,-122.21082596788582
G53005210,Bellevue,47.595759038312764,-122.15126397764314
G53007380,Bothell,47.773530183728134,-122.20437638098404
G53008850,Burien,47.47626739445383,-122.339398053768
G53017635,Des Moines,47.391363416952785,-122.31546390508132
G53018965,DuPont,47.10772313157154,-122.64948172472126
G53020645,Edgewood,47.23091268264862,-122.28312392177924
G53020750,Edmonds,47.81149686666552,-122.3531948129148
G53022640,Everett,47.95811,-122.22029
G53022640,Everett,47.95811,-122.22029
G53022640,Everett,47.95811,-122.22029
G53022640,Everett,47.95811,-122.22029
G53022640,Everett,47.95811,-122.22029
G53022640,Everett,47.95811,-122.22029
G53023515,Federal Way,47.30908750986168,-122.33571885793766
G53023795,Fife,47.23291703434517,-122.3516921429724
G53023970,Fircrest,47.23071618810969,-122.51570377252392
G53033805,Issaquah,47.543963739009214,-122.0470796425184
G53035170,Kenmore,47.75326145981039,-122.25717063379874
G53035170,Kenmore,47.753217579162865,-122.24580697155207
G53035415,Kent,47.39954,-122.21882
G53035415,Kent,47.39954,-122.21882
G53035415,Kent,47.39954,-122.21882
G53035415,Kent,47.39954,-122.21882
G53035415,Kent,47.39954,-122.21882
G53035940,Kirkland,47.69962402921821,-122.19814816976896
G53037270,Lake Forest Park,47.75971049449975,-122.28804366596782
G53038038,Lakewood,47.16276101830885,-122.52990215024263
G53040840,Lynnwood,47.84630247347831,-122.3391422301251
G53040840,Lynnwood,47.82837425438308,-122.3032253482964
G53045005,Mercer Island,47.562571244976645,-122.22648420714712
G53045865,Mill Creek,47.86309586202787,-122.20372658838619
G53046020,Milton,47.252421367541125,-122.31534223698927
G53047490,Mountlake Terrace,47.79210077719913,-122.30764029200833
G53047735,Mukilteo,47.9094211946825,-122.30332118932316
G53048645,Newcastle,47.53036506193558,-122.16333238398674
G53049415,Normandy Park,47.434507612714334,-122.34349807080972
G53056695,Puyallup,47.20851100195676,-122.28333499064964
G53056695,Puyallup,47.17933133381622,-122.29019432652933
G53057535,Redmond,47.6953156940329,-122.08131979381191
G53057535,Redmond,47.7071671539583,-122.04736635451259
G53057535,Redmond,47.67358307316252,-122.12279750373628
G53057745,Renton,47.48986530713223,-122.23084098522011
G53057745,Renton,47.47569187420682,-122.19028633964491
G53062288,SeaTac,47.44437866589289,-122.29859334907474
G53063000,Seattle,47.57778624734346,-122.33577509522918
G53063000,Seattle,47.6902776115618,-122.32872768455995
G53063960,Shoreline,47.75635130310366,-122.34246897612469
G53068435,Sumner,47.18431291047598,-122.20173361414543
G53068435,Sumner,47.187744898837906,-122.20017276079646
G53068435,Sumner,47.19005897168267,-122.197496234693
G53068435,Sumner,47.20345004832142,-122.26512676481238
G53068435,Sumner,47.21930570308859,-122.2336997173087
G53070000,Tacoma,47.226389633200114,-122.51031835637158
G53070000,Tacoma,47.24245832920352,-122.4542106327496
G53072625,Tukwila,47.47493127940666,-122.27271855079915
G53073465,University Place,47.21452785946213,-122.54564746713743
