TRACT_ID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,NHPD_Units,Permits,Pop,Pop_density,Non_white_share,White_non_hisp,Black_non_hisp,Asian_non_Hisp,Hispanic,Workers,Transit_to_work,Walk_to_Work,Bike_to_work,Green_commute_share,BA_plus_25_plus,Med_HH_inc,Cost_burdened,Very_cost_burdened,Med_housing_value,Jobs,Job_density,Housing_units,Housing_density,Permit_density,Permits_per_capita,Subsidized_hsg_share
G5300330031604,53,33,31604,53033031604,316.04,Census Tract 316.04,G5020,S,4153703,3229,47.3543713,-122.0323107,9150.417409,4156930.89,0,1187,5641,3517.373036,0.26289665,0.73710335,0.010459138,0.093068605,0.072859422,2754,0.037400145,0,0.00617284,0.043572985,0.457331731,102675,0.381355932,0.216101695,432200,347,216.3673894,1813,1130.472844,740.1385913,210.4236837,0
G5300330031605,53,33,31605,53033031605,316.05,Census Tract 316.05,G5020,S,15390911,1564307,47.3232517,-122.0465811,20446.91448,16955218.9,0,291,4767,802.1924967,0.279001468,0.720998532,0.003356409,0.069016153,0.152087267,2612,0.00957121,0.0118683,0,0.02143951,0.47015873,122552,0.446808511,0,561100,506,85.14986435,1731,291.2933106,48.96958602,61.04468219,0
G5300330031704,53,33,31704,53033031704,317.04,Census Tract 317.04,G5020,S,5719420,12142,47.3485353,-122.1451841,11252.64129,5731560.255,200,651,6528,2956.14632,0.495710784,0.504289216,0.059436275,0.24341299,0.108762255,3091,0.065027499,0.002911679,0.003235199,0.071174377,0.270617907,96344,0.460921844,0.158316633,400100,759,343.7063506,1959,887.1156005,294.7995181,99.72426471,0.102092905
G5300330031705,53,33,31705,53033031705,317.05,Census Tract 317.05,G5020,S,5049492,4701,47.3824059,-122.1154859,10511.39842,5054201.129,0,644,4137,2121.952231,0.306502296,0.693497704,0.030698574,0.16291999,0.034807832,2238,0.014745308,0.042448615,0,0.057193923,0.339222615,118750,0.24375,0.19375,443800,517,265.1799137,1454,745.7864499,330.320821,155.6683587,0
G5300330031707,53,33,31707,53033031707,317.07,Census Tract 317.07,G5020,S,3703354,19146,47.3804384,-122.1546595,8537.645445,3722502.931,0,273,2612,1826.735695,0.311638591,0.688361409,0.09762634,0.130168453,0.055130168,1388,0.021613833,0,0,0.021613833,0.489858012,133657,0,0,522300,246,172.0432546,1176,822.4506806,190.9260508,104.517611,0
G5300330031708,53,33,31708,53033031708,317.08,Census Tract 317.08,G5020,S,3437397,623236,47.3646051,-122.148026,8555.690923,4060637.445,135,242,4126,3108.832335,0.206737761,0.793262239,0.042171595,0.046534174,0.091129423,2086,0.017737296,0.009108341,0,0.026845638,0.338190444,80437,0.758928571,0.683035714,332400,140,105.4863129,1552,1169.391126,182.3406266,58.65244789,0.086984536
G5300330031709,53,33,31709,53033031709,317.09,Census Tract 317.09,G5020,S,2145617,17381,47.3671678,-122.1216212,6486.740107,2162998.493,0,605,3893,4699.265392,0.353198048,0.646801952,0.019265348,0.167480092,0.060364757,2012,0,0,0,0,0.302325581,109046,1,1,449200,275,331.9542725,1251,1510.090163,730.2993995,155.407141,0
G5300330031710,53,33,31710,53033031710,317.1,Census Tract 317.10,G5020,S,2038633,0,47.3611079,-122.1118518,7227.298529,2038635.224,121,606,4382,5567.12655,0.338658147,0.661341853,0.033546326,0.067777271,0.093336376,2123,0.049458314,0,0,0.049458314,0.257790368,84252,0.698529412,0.280882353,385600,3017,3832.957736,1635,2077.191216,769.8947259,138.2930169,0.074006116
G5300330031800,53,33,31800,53033031800,318,Census Tract 318,G5020,S,24906521,3267355,47.4085335,-122.1178188,23928.78905,28173871.75,0,368,4908,510.374839,0.359616952,0.640383048,0.056642217,0.196617767,0.038508557,2462,0.028432169,0.010154346,0,0.038586515,0.384174625,124348,0.462365591,0.344086022,477600,542,56.3616876,1746,181.5636652,38.26771409,74.9796251,0
G5300330031904,53,33,31904,53033031904,319.04,Census Tract 319.04,G5020,S,18890095,168049,47.4681599,-122.062609,21952.8447,19058145.59,0,108,3545,486.0487918,0.088293371,0.911706629,0.001974612,0.012976023,0.033568406,1435,0.013937282,0.041114983,0.004878049,0.059930314,0.438730414,122644,0.586956522,0.333333333,653300,698,95.70156746,1293,177.2809838,14.80769239,30.46544429,0
G5300330031906,53,33,31906,53033031906,319.06,Census Tract 319.06,G5020,S,10565748,589118,47.4368923,-122.0929679,15525.221,11154858.79,0,414,3640,892.2753715,0.243681319,0.756318681,0.037637363,0.150549451,0.031868132,1697,0.014142605,0.002946376,0,0.017088981,0.474563684,104728,0.653846154,0.134615385,541800,418,102.4645894,1385,339.5058762,101.484067,113.7362637,0
G5300330031908,53,33,31908,53033031908,319.08,Census Tract 319.08,G5020,S,1827093,0,47.4471071,-122.1427639,6576.209945,1827095.646,176,1,4347,6162.071835,0.430641822,0.569358178,0.150908673,0.090637221,0.088336784,2339,0.026934587,0.005557931,0.003420265,0.035912783,0.368154158,82331,0.560240964,0.333333333,409400,1184,1678.374293,2000,2835.091712,1.417545856,0.230043708,0.088
G5300330031909,53,33,31909,53033031909,319.09,Census Tract 319.09,G5020,S,1916061,0,47.4378388,-122.1434771,8312.455872,1916060.185,0,129,3191,4313.355399,0.450015669,0.549984331,0.131620182,0.23754309,0.045440301,1408,0.046164773,0.011363636,0,0.057528409,0.43638034,100372,0.601503759,0.402255639,463600,261,352.8003006,1295,1750.48425,174.3725624,40.42619868,0
G5300330031910,53,33,31910,53033031910,319.1,Census Tract 319.10,G5020,S,3322022,0,47.4583518,-122.1374379,9156.08761,3322022.817,0,392,4355,3395.341217,0.390355913,0.609644087,0.050746269,0.178185993,0.096440873,2182,0.026122823,0.020623281,0,0.046746104,0.493679092,90489,0.567669173,0.04887218,433500,172,134.0984361,1666,1298.883689,305.6196916,90.01148106,0
G5300330031911,53,33,31911,53033031911,319.11,Census Tract 319.11,G5020,S,2397112,0,47.4464533,-122.1201591,7202.492776,2397112.996,0,567,4583,4951.756743,0.40192014,0.59807986,0.081605935,0.167139428,0.026183722,1962,0.082059123,0,0.00764526,0.089704383,0.457219251,104707,0.251798561,0.251798561,471900,167,180.437132,1375,1485.635069,612.6218794,123.7180886,0
G5300330031912,53,33,31912,53033031912,319.12,Census Tract 319.12,G5020,S,7672904,0,47.4879638,-122.1052429,16329.50899,7672908.453,0,178,4332,1462.266242,0.260387812,0.739612188,0,0.068790397,0.12534626,2011,0.015415216,0,0,0.015415216,0.27344782,90446,0.710526316,0.592105263,490100,396,133.6697672,1429,482.3588318,60.08388527,41.08956602,0
G5300330031913,53,33,31913,53033031913,319.13,Census Tract 319.13,G5020,S,4071514,0,47.4712497,-122.1214769,11195.28717,4071517.664,0,396,3682,2342.208874,0.224606192,0.775393808,0.001357958,0.08365019,0.023356871,1966,0.027975585,0,0,0.027975585,0.429875519,130972,0.28440367,0.28440367,574700,189,120.2274517,1227,780.52425,251.9051369,107.5502444,0
G5300330032002,53,33,32002,53033032002,320.02,Census Tract 320.02,G5020,S,27565794,180822,47.4207619,-122.0475285,28396.77356,27746618.05,0,136,2966,278.6752573,0.074848281,0.925151719,0.025286581,0.009440324,0.022589346,1186,0,0,0.010118044,0.010118044,0.373406193,89635,0.802547771,0,573500,543,51.01843045,1210,113.6874785,12.77809676,45.85300067,0
G5300330032003,53,33,32003,53033032003,320.03,Census Tract 320.03,G5020,S,121672955,304929,47.4409399,-121.9259862,60877.70418,121977891.4,0,238,5528,117.6716245,0.147069465,0.852930535,0.003256151,0.04866136,0.060781476,2995,0.016026711,0.007011686,0,0.023038397,0.420874545,119618,0.153846154,0.153846154,663300,541,11.51598207,2090,44.48872924,5.06618065,43.05354559,0
G5300330032005,53,33,32005,53033032005,320.05,Census Tract 320.05,G5020,S,6258304,123230,47.3733054,-122.0848083,12706.66843,6381526.104,0,208,7449,3082.755557,0.316418311,0.683581689,0.058262854,0.082427171,0.088065512,4042,0.013854527,0.004205839,0,0.018060366,0.237475345,105092,0.244186047,0.052325581,340200,672,278.1060188,2752,1138.910363,86.0804344,27.92321117,0
G5300330032006,53,33,32006,53033032006,320.06,Census Tract 320.06,G5020,S,7614212,122944,47.3499202,-122.0803474,14015.34259,7737161.522,0,541,5505,1872.535798,0.17075386,0.82924614,0.028337875,0.021616712,0.051771117,2502,0.032773781,0,0,0.032773781,0.314556462,100237,0.581047382,0.072319202,446100,425,144.5645258,1991,677.2422842,184.0221375,98.27429609,0
G5300330032007,53,33,32007,53033032007,320.07,Census Tract 320.07,G5020,S,11642036,143682,47.3911627,-122.0736583,20889.07678,11785719.39,172,419,3459,769.5190836,0.087308471,0.912691529,0.029777392,0.019080659,0.010407632,1697,0.021213907,0.035356511,0,0.056570418,0.389561587,131782,0.496240602,0.360902256,467200,411,91.43461791,1318,293.2136895,93.21436716,121.1332755,0.130500759
G5300330032008,53,33,32008,53033032008,320.08,Census Tract 320.08,G5020,S,2292972,157783,47.364506,-122.0492466,7539.536627,2450755.919,0,188,4722,5333.655996,0.171749259,0.828250741,0.004447268,0.025201186,0.059720457,2308,0.017331023,0.00389948,0,0.021230503,0.368454867,117366,0.401869159,0.23364486,416600,115,129.8963235,1627,1837.750594,212.3522506,39.81363829,0
G5300330032010,53,33,32010,53033032010,320.1,Census Tract 320.10,G5020,S,5282446,0,47.3791911,-122.0247031,14945.58448,5282448.691,0,1108,6593,3232.553936,0.202639163,0.797360837,0.003185196,0.074472926,0.02897012,3385,0.031019202,0.016248154,0,0.047267356,0.431641086,130317,0.749333333,0.749333333,462400,3547,1739.097348,2330,1142.401133,543.2534145,168.0570302,0
G5300330032011,53,33,32011,53033032011,320.11,Census Tract 320.11,G5020,S,3321208,280902,47.3671108,-122.030164,8435.523366,3602115.782,0,947,4280,3337.6859,0.24135514,0.75864486,0.019392523,0.111682243,0.056775701,2137,0.04585868,0.005615349,0.007955077,0.059429106,0.444915254,119028,0.381818182,0.181818182,460600,593,462.4410604,1527,1190.805226,738.501997,221.2616822,0
G5300330032102,53,33,32102,53033032102,321.02,Census Tract 321.02,G5020,S,79709009,90596,47.4851507,-121.9657839,40019.05256,79799609.42,0,179,5076,164.9346769,0.141843972,0.858156028,0.005122143,0.053782506,0.041371158,2404,0.051164725,0.026206323,0.006239601,0.083610649,0.566744126,135744,0.8125,0,697400,817,26.54681463,2028,65.89588747,5.816254368,35.26398739,0
G5300330032103,53,33,32103,53033032103,321.03,Census Tract 321.03,G5020,S,3987303,0,47.5385933,-122.0479034,11667.3627,3987304.852,126,1251,5202,3379.005345,0.352748943,0.647251057,0.01230296,0.144752018,0.161091888,3178,0.075204531,0.099748269,0.010698553,0.185651353,0.523033126,90750,0.497904443,0.192791282,564800,10079,6546.904051,2499,1623.247666,812.5981712,240.4844291,0.050420168
G5300330032104,53,33,32104,53033032104,321.04,Census Tract 321.04,G5020,S,22279675,0,47.5049542,-122.0533488,20812.87212,22279672.1,220,132,6537,759.9191764,0.314670338,0.685329662,0.017745143,0.073428178,0.183723421,3365,0.042496285,0.061218425,0,0.10371471,0.565883555,113264,0.583509514,0.241014799,689800,651,75.67804556,2616,304.1071693,15.34485717,20.19274897,0.084097859
G5300330032207,53,33,32207,53033032207,322.07,Census Tract 322.07,G5020,S,4627754,1325468,47.5834873,-122.0602972,14395.4247,5953228.619,0,294,3895,2179.89195,0.334531451,0.665468549,0.004107831,0.252888318,0.011553273,1798,0.036707453,0.008342603,0.003893215,0.04894327,0.746407767,170743,0.426086957,0.060869565,951100,430,240.6555939,1395,780.7315198,164.5412665,75.48138639,0
G5300330032211,53,33,32211,53033032211,322.11,Census Tract 322.11,G5020,S,2975309,0,47.5798212,-122.0193634,9365.81169,2975309.585,0,102,4733,4120.047271,0.448341432,0.551658568,0.013733362,0.334248891,0.042467779,2434,0.089564503,0.003286771,0,0.092851274,0.74122807,160893,0.148867314,0.067961165,782300,984,856.5659232,1672,1455.465674,88.79037009,21.55081344,0
G5300330032213,53,33,32213,53033032213,322.13,Census Tract 322.13,G5020,S,4042487,286842,47.5852426,-121.9861175,9960.35299,4329328.016,0,434,4572,2929.242726,0.257874016,0.742125984,0.002624672,0.186351706,0.01727909,2438,0.040196883,0,0,0.040196883,0.660600255,197361,0.038461538,0.038461538,957000,208,133.2638861,1612,1032.795117,278.0602238,94.9256343,0
G5300330032215,53,33,32215,53033032215,322.15,Census Tract 322.15,G5020,S,15951833,10175,47.6066963,-121.9869787,21923.5644,15962009.8,0,1210,5489,891.2107303,0.499908909,0.500091091,0.035161232,0.424303152,0.014028056,2593,0.02622445,0,0,0.02622445,0.87904401,235821,0.75,0.75,1065100,910,147.750367,1679,272.6075453,196.4592792,220.4408818,0
G5300330032216,53,33,32216,53033032216,322.16,Census Tract 322.16,G5020,S,4324748,0,47.6036467,-122.0467685,9227.850584,4324748.387,0,426,5103,3056.064614,0.536155203,0.463844797,0,0.482853224,0.013129532,2324,0.045611015,0,0,0.045611015,0.723411154,204000,0.312169312,0.116402116,784600,623,373.0997951,1576,943.8286952,255.1212082,83.4803057,0
G5300330032217,53,33,32217,53033032217,322.17,Census Tract 322.17,G5020,S,5744875,5098073,47.5968734,-122.0720001,16895.44421,10842946.35,0,484,4063,1831.740759,0.298055624,0.701944376,0.019936008,0.223726311,0.030519321,1691,0.065050266,0.007096393,0.033707865,0.105854524,0.808466343,245099,0,0,1108700,247,111.3561328,1471,663.1776166,218.2039201,119.1238001,0
G5300330032218,53,33,32218,53033032218,322.18,Census Tract 322.18,G5020,S,4381829,28938,47.5713149,-122.038565,13104.79934,4410770.634,0,1063,5922,3500.344169,0.408139142,0.591860858,0.00726106,0.300067545,0.050320838,2656,0.069653614,0.001129518,0,0.070783133,0.59929391,143182,0.495702006,0.318051576,815200,824,487.0455243,2366,1398.482658,628.3123694,179.5001689,0
G5300330032219,53,33,32219,53033032219,322.19,Census Tract 322.19,G5020,S,6523248,961466,47.5558944,-122.0495856,14531.65334,7484709.451,0,865,4588,1821.617919,0.407802964,0.592197036,0.015039233,0.258500436,0.06146469,2566,0.155105222,0,0.007014809,0.162120031,0.691172214,146250,0.246835443,0.161392405,760500,15091,5991.725376,2013,799.2408178,343.4392982,188.5353095,0
G5300330032220,53,33,32220,53033032220,322.2,Census Tract 322.20,G5020,S,6091125,0,47.5468306,-122.0152219,10679.25829,6091122.569,253,3692,9067,3855.350563,0.531818683,0.468181317,0.022609463,0.302305062,0.093967134,5284,0.126987131,0.029144587,0.005677517,0.161809235,0.715975422,133502,0.30523416,0.133884298,634400,2271,965.6447698,3941,1675.740219,1569.863712,407.1909121,0.064196904
G5300330032221,53,33,32221,53033032221,322.21,Census Tract 322.21,G5020,S,35573754,7767,47.5496906,-121.9549377,29116.8722,35581517.07,51,1680,6682,486.4907019,0.445824603,0.554175397,0.011822808,0.309637833,0.063154744,3645,0.130315501,0.007133059,0.006858711,0.14430727,0.764400271,172391,0.505988024,0.137724551,838000,1270,92.46381195,2431,176.9917534,122.3143339,251.42173,0.020979021
G5300330032222,53,33,32222,53033032222,322.22,Census Tract 322.22,G5020,S,1281699,0,47.5715386,-121.9981579,5414.353535,1281702.026,0,1,3974,8030.444551,0.476597886,0.523402114,0.080775038,0.249622547,0.062908908,2168,0.082564576,0.068265683,0.007841328,0.158671587,0.646948003,113125,0.600286533,0.332378223,658900,702,1418.563683,1682,3398.894749,2.020745987,0.251635632,0
G5300330032223,53,33,32223,53033032223,322.23,Census Tract 322.23,G5020,S,2090794,42596,47.5645237,-122.0151668,6728.398956,2133392.852,51,158,3974,4922.824893,0.362103674,0.637896326,0.005284348,0.336940111,0.010568697,2068,0.129110251,0,0,0.129110251,0.749620637,195417,0.26056338,0,820700,184,227.9314998,1336,1654.98089,195.7237879,39.75842979,0.038173653
G5300330032224,53,33,32224,53033032224,322.24,Census Tract 322.24,G5020,S,3018668,0,47.5948656,-122.0221409,7065.406076,3018670.434,0,495,2631,2257.372695,0.50209046,0.49790954,0,0.429494489,0.019764348,1211,0.153592073,0.013212221,0,0.166804294,0.81043257,178750,0.224242424,0.096969697,879100,847,726.7178535,847,726.7178535,424.7052391,188.1413911,0
G5300330032225,53,33,32225,53033032225,322.25,Census Tract 322.25,G5020,S,3809641,44579,47.6102663,-122.0264751,8614.33729,3854218.525,0,399,3558,2418.909734,0.555087128,0.444912872,0.010118044,0.471613266,0.025576166,1634,0.054467564,0.006731946,0.011015912,0.072215422,0.835820896,193281,0,0,838300,858,583.312128,1224,832.1375812,271.2605351,112.1416526,0
G5300330032307,53,33,32307,53033032307,323.07,Census Tract 323.07,G5020,S,11589621,234335,47.7541282,-122.1018928,16981.63806,11823959.43,0,48,6282,1403.868626,0.135466412,0.864533588,0,0.049824897,0.020534862,3027,0.009250083,0,0.007928642,0.017178725,0.5616,132685,0.643478261,0.386956522,726400,901,201.3507851,2354,526.0596539,10.72678988,7.640878701,0
G5300330032311,53,33,32311,53033032311,323.11,Census Tract 323.11,G5020,S,23710057,92770,47.7515039,-122.0387481,22328.92092,23802827.92,0,130,6109,667.3217768,0.209854313,0.790145687,0.006547716,0.074807661,0.081355377,2831,0.039561992,0,0,0.039561992,0.564022346,153603,0.150837989,0,822000,436,47.6268284,2123,231.9076988,14.20065984,21.28007857,0
G5300330032313,53,33,32313,53033032313,323.13,Census Tract 323.13,G5020,S,13092583,415255,47.6704667,-122.0889458,16911.79028,13507848.32,0,1090,6535,1292.760359,0.698546289,0.301453711,0.024024484,0.561897475,0.048048967,3220,0.060559006,0.01242236,0.004347826,0.077329193,0.736514983,133958,0.255057803,0.075144509,601000,12396,2452.189351,2698,533.7211092,215.6249107,166.7941852,0
G5300330032315,53,33,32315,53033032315,323.15,Census Tract 323.15,G5020,S,44513525,1359055,47.6642529,-121.976789,36698.9806,45872583.38,0,344,5484,319.0826787,0.136943837,0.863056163,0.002552881,0.075857039,0.030999271,2861,0.038098567,0,0,0.038098567,0.560118753,168420,0.116666667,0.116666667,848700,444,25.83382738,2089,121.5469941,20.01539779,62.72793581,0
G5300330032316,53,33,32316,53033032316,323.16,Census Tract 323.16,G5020,S,6235320,2556870,47.6392224,-122.071245,16351.76881,8792192.306,0,380,5487,2279.155643,0.428102788,0.571897212,0.00874795,0.326225624,0.034262803,2687,0.04279866,0.006698921,0.006326758,0.055824339,0.794642857,170000,0.205714286,0.034285714,890400,289,120.0430072,1959,813.7171321,157.8420164,69.25460179,0
G5300330032317,53,33,32317,53033032317,323.17,Census Tract 323.17,G5020,S,4393664,0,47.6276165,-122.047985,9805.3621,4393662.968,0,121,6663,3927.722006,0.319975987,0.680024013,0.005252889,0.192105658,0.054329881,3230,0.118266254,0.009597523,0.010526316,0.138390093,0.731387192,185673,0.278145695,0.102649007,842700,821,483.9651458,2333,1375.26271,71.32738447,18.15998799,0
G5300330032318,53,33,32318,53033032318,323.18,Census Tract 323.18,G5020,S,7326618,28260,47.637215,-122.0394458,14346.76243,7354878.93,0,587,7100,2509.877761,0.473239437,0.526760563,0.007323944,0.397323944,0.03,3541,0.059587687,0.011013838,0,0.070601525,0.798047874,201639,0.415384615,0.134615385,842200,556,196.548174,2163,764.6289574,207.5067952,82.67605634,0
G5300330032319,53,33,32319,53033032319,323.19,Census Tract 323.19,G5020,S,6867974,0,47.7595594,-122.1476069,14621.07837,6867974.722,127,1812,6515,2456.877754,0.2095165,0.7904835,0.009976976,0.056024559,0.084267076,3304,0.046610169,0.045702179,0.006961259,0.099273608,0.507357646,86806,0.519466073,0.233592881,608500,9259,3491.670166,3180,1199.21278,683.3250178,278.1273983,0.039937107
G5300330032320,53,33,32320,53033032320,323.2,Census Tract 323.20,G5020,S,9661905,40422,47.7564769,-122.1244452,17041.32817,9702327.175,0,230,4960,1329.586766,0.235080645,0.764919355,0.008064516,0.088709677,0.089112903,2455,0.038289206,0.002443992,0.005702648,0.046435845,0.662737205,192276,0.666666667,0.541666667,900800,866,232.1415604,1659,444.714606,61.65422506,46.37096774,0
G5300330032321,53,33,32321,53033032321,323.21,Census Tract 323.21,G5020,S,12781170,0,47.7180124,-122.1262416,17485.96816,12781172.49,0,1530,7314,1482.115725,0.473885699,0.526114301,0.00300793,0.393765381,0.02707137,3531,0.074199943,0.005097706,0.005380912,0.084678561,0.827344248,206285,0.124183007,0.058823529,1103000,1096,222.0944537,2283,462.6292316,310.0406151,209.1878589,0
G5300330032322,53,33,32322,53033032322,323.22,Census Tract 323.22,G5020,S,4628580,0,47.7262356,-122.0977,9747.717339,4628577.853,0,32,3166,1771.580562,0.255211623,0.744788377,0.000631712,0.177826911,0.028427037,1607,0.03546982,0,0,0.03546982,0.76143936,190109,0.1,0,841100,279,156.1184387,1131,632.867219,17.90605748,10.10739103,0
G5300330032323,53,33,32323,53033032323,323.23,Census Tract 323.23,G5020,S,3291835,0,47.6986018,-122.1117667,8154.928022,3291833.936,0,463,6207,4883.61543,0.48622523,0.51377477,0.014016433,0.254390205,0.152086354,2855,0.067600701,0,0.014360771,0.081961471,0.719167905,169420,0.388814913,0.113182423,860300,546,429.5882109,2421,1904.822452,364.2845085,74.59320122,0
G5300330032324,53,33,32324,53033032324,323.24,Census Tract 323.24,G5020,S,2048589,0,47.6855267,-122.1199841,7713.566637,2048589.636,99,252,6465,8173.563918,0.465119876,0.534880124,0.023511214,0.302397525,0.096519722,3094,0.059469942,0.051389787,0.015513898,0.126373626,0.715328467,131346,0.34591195,0.271698113,790900,223,281.9342233,2423,3063.348086,318.5983151,38.97911833,0.04085844
G5300330032325,53,33,32325,53033032325,323.25,Census Tract 323.25,G5020,S,2212937,0,47.6864819,-122.1049565,8138.560959,2212938.997,189,308,5898,6902.930302,0.473380807,0.526619193,0.01865039,0.289420142,0.093591048,2994,0.091516366,0.054776219,0,0.146292585,0.682926829,109554,0.485947416,0.243880326,699500,461,539.5474516,2526,2956.392327,360.4785577,52.2210919,0.074821853
G5300330032326,53,33,32326,53033032326,323.26,Census Tract 323.26,G5020,S,10288287,0,47.7242618,-122.0785815,18760.9331,10288287.86,0,54,4011,1009.734887,0.280977312,0.719022688,0.002742458,0.085764149,0.166542009,1641,0.020719074,0,0,0.020719074,0.626656848,213246,0.946308725,0.55704698,928500,598,150.5413768,1397,351.6827816,13.59403737,13.46297681,0
G5300330032327,53,33,32327,53033032327,323.27,Census Tract 323.27,G5020,S,16167035,114301,47.7094527,-122.0423942,20902.73878,16281336.7,0,1590,4522,724.4325403,0.200353826,0.799646174,0.019239275,0.078505086,0.086245024,1339,0.046303211,0,0.006721434,0.053024645,0.655435641,127131,0.405940594,0.138613861,802500,397,63.60011466,2254,361.0948576,254.7208623,351.6143299,0
G5300330032328,53,33,32328,53033032328,323.28,Census Tract 323.28,G5020,S,8504236,0,47.6641638,-122.0461286,15939.68226,8504238.639,0,47,3288,1001.369307,0.25486618,0.74513382,0.023418491,0.147506083,0.030717762,1610,0.019254658,0.007453416,0.004968944,0.031677019,0.715652174,191815,0.608695652,0.608695652,951000,442,134.6122973,1169,356.0221166,14.31397731,14.29440389,0
G5300330032330,53,33,32330,53033032330,323.3,Census Tract 323.30,G5020,S,4649727,0,47.6899362,-122.1381057,11655.25262,4649723.84,86,1592,4702,2619.105185,0.554232242,0.445767758,0.002764781,0.417269247,0.04870268,2753,0.092989466,0.033781329,0.017072285,0.14384308,0.819644839,124655,0.271629779,0.112005366,728200,7964,4436.102444,2330,1297.855185,886.7748734,338.5793279,0.036909871
G5300330032331,53,33,32331,53033032331,323.31,Census Tract 323.31,G5020,S,1440138,0,47.6723963,-122.1210863,6361.158911,1440139.571,43,2478,4373,7864.536597,0.487765836,0.512234164,0.045506517,0.333409559,0.051223416,3063,0.26216128,0.062357166,0.022526934,0.34704538,0.69275766,108393,0.351590818,0.129681836,361800,10170,18290.03823,2744,4934.893305,4456.510791,566.6590441,0.015670554
G5300330032332,53,33,32332,53033032332,323.32,Census Tract 323.32,G5020,S,4774596,0,47.6794897,-122.0383201,10319.29305,4774593.228,0,1413,6505,3528.648844,0.494235204,0.505764796,0,0.46594927,0.002613374,2939,0.110241579,0,0.018373596,0.128615175,0.838644918,168194,0.383147854,0.273449921,835300,705,382.4285066,2093,1135.351581,766.4843685,217.217525,0
G5300330032333,53,33,32333,53033032333,323.33,Census Tract 323.33,G5020,S,4878002,0,47.6877305,-122.0213688,9691.967893,4878001.099,109,1484,3215,1707.012784,0.602488336,0.397511664,0.029548989,0.455987558,0.05785381,1401,0.096359743,0.002141328,0,0.098501071,0.795851014,157950,0.679083095,0.363896848,802900,632,335.5620776,1287,683.3360663,787.9337392,461.5863142,0.084693085
G5300330032401,53,33,32401,53033032401,324.01,Census Tract 324.01,G5020,S,56328122,1081012,47.7463169,-121.947874,44367.48492,57409131.94,8,622,6023,276.939792,0.080524655,0.919475345,0,0.043167857,0.00747136,3125,0.02368,0.02272,0,0.0464,0.551436288,140132,0.723684211,0,556100,1966,90.39741508,2223,102.2143712,28.59979256,103.2707953,0.00359874
G5300330032402,53,33,32402,53033032402,324.02,Census Tract 324.02,G5020,S,25143316,628419,47.705579,-121.9488126,28687.15909,25771739.14,0,621,7222,743.9310763,0.208944891,0.791055109,0.009000277,0.056770978,0.108695652,4086,0.021292217,0.002936858,0,0.024229075,0.460471567,130804,0.143884892,0,522900,533,54.90380278,2649,272.8708697,63.96859573,85.98726115,0
G5300330032500,53,33,32500,53033032500,325,Census Tract 325,G5020,S,213738466,3896831,47.7019073,-121.8274607,97246.60607,217635308.8,0,512,5700,69.07007665,0.097017544,0.902982456,0.004736842,0.011754386,0.059649123,3074,0.01691607,0.009433962,0.000650618,0.027000651,0.486394558,131154,0.372093023,0.139534884,636300,1049,12.71131761,2174,26.34356958,6.204189341,89.8245614,0
G5300330032601,53,33,32601,53033032601,326.01,Census Tract 326.01,G5020,S,61227726,1116537,47.581599,-121.8693353,48254.84169,62344266.39,0,119,3054,129.1869584,0.217092338,0.782907662,0,0.043876883,0.095284872,1517,0.011865524,0,0,0.011865524,0.396848138,115688,0.517699115,0.132743363,596700,556,23.51930218,1054,44.58515197,5.03380748,38.96529142,0
G5300330032603,53,33,32603,53033032603,326.03,Census Tract 326.03,G5020,S,12385870,427271,47.5505897,-121.8677826,18986.69913,12813138.87,0,956,4406,921.3311309,0.235133908,0.764866092,0.002496596,0.162278711,0.053563323,2391,0.029276453,0.037641154,0,0.066917608,0.695130558,176563,0.563636364,0,692800,616,128.8107074,1510,315.7535197,199.9075264,216.9768498,0
G5300330032604,53,33,32604,53033032604,326.04,Census Tract 326.04,G5020,S,12971916,81082,47.5218155,-121.8815284,19318.65779,13053005.77,30,1680,5529,1103.926688,0.32320492,0.67679508,0.006691988,0.159160789,0.099294628,3108,0.071428571,0,0,0.071428571,0.734626947,168026,0,0,643200,1783,355.9958915,1998,398.9230461,335.4307895,303.8524145,0.015015015
G5300330032605,53,33,32605,53033032605,326.05,Census Tract 326.05,G5020,S,4530738,131898,47.5368811,-121.9007672,10690.352,4662635.392,191,896,4357,2490.6711,0.150791829,0.849208171,0,0.072756484,0.03167317,2247,0.021806854,0.013796173,0,0.035603026,0.718315156,148750,0.48989899,0.090909091,646900,525,300.115292,1391,795.1626118,512.196765,205.6460868,0.137311287
G5300330032703,53,33,32703,53033032703,327.03,Census Tract 327.03,G5020,S,9930977,181212,47.5143018,-121.8179238,22725.69419,10112193.29,0,32,2123,553.6761145,0.14790391,0.85209609,0,0.043334903,0.059821008,1295,0.021621622,0.037065637,0.006949807,0.065637066,0.372354497,104625,0.649350649,0.051948052,447700,3199,834.2957561,832,216.9847043,8.34556555,15.07300989,0
